tempo,y_centro,v_centro,erro_l2
3.920000000000000151e-01,3.328673001689592785e-03,-2.962317360525313498e-02,3.360075525347653736e-07
3.960000000000000187e-01,3.209920629202665018e-03,-2.975223135341605735e-02,3.409149138174953015e-07
4.000000000000000222e-01,3.090661414725616018e-03,-2.987659126574700869e-02,3.457977721217554844e-07
4.040000000000000258e-01,2.970914189122067246e-03,-2.999623370598945848e-02,3.506542666298404083e-07
4.080000000000000293e-01,2.850697860311916017e-03,-3.011113978276894546e-02,3.554825362231879325e-07
4.120000000000000329e-01,2.730031410285802245e-03,-3.022129135257602822e-02,3.602807199583031210e-07
4.160000000000000364e-01,2.608933892107878367e-03,-3.032667102263130951e-02,3.650469575257712200e-07
4.199999999999999845e-01,2.487424426907358221e-03,-3.042726215363177056e-02,3.697793897203843960e-07
4.239999999999999880e-01,2.365522200859314968e-03,-3.052304886237815554e-02,3.744761589197235033e-07
4.279999999999999916e-01,2.243246462155212492e-03,-3.061401602428289945e-02,3.791354095351394957e-07
4.319999999999999951e-01,2.120616517963640375e-03,-3.070014927575823865e-02,3.837552884909707861e-07
4.359999999999999987e-01,1.997651731381740788e-03,-3.078143501648398714e-02,3.883339456967843380e-07
4.400000000000000022e-01,1.874371518377801514e-03,-3.085786041155500620e-02,3.928695345053232338e-07
4.440000000000000058e-01,1.750795344725503220e-03,-3.092941339350786106e-02,3.973602121949911475e-07
4.480000000000000093e-01,1.626942722930301054e-03,-3.099608266422628627e-02,4.018041404246392100e-07
4.520000000000000129e-01,1.502833209148426953e-03,-3.105785769672530366e-02,4.061994857163223787e-07
4.560000000000000164e-01,1.378486400098999018e-03,-3.111472873681351767e-02,4.105444199113149771e-07
4.600000000000000200e-01,1.253921929969727166e-03,-3.116668680463320629e-02,4.148371206432593288e-07
4.640000000000000235e-01,1.129159467316700766e-03,-3.121372369607814529e-02,4.190757718096395956e-07
4.680000000000000271e-01,1.004218711958752234e-03,-3.125583198408890540e-02,4.232585640277758234e-07
4.720000000000000306e-01,8.791193918668832727e-04,-3.129300501982548027e-02,4.273836951125990702e-07
4.760000000000000342e-01,7.538812600492463250e-04,-3.132523693371719320e-02,4.314493705294571142e-07
4.799999999999999822e-01,6.285240914321724767e-04,-3.135252263638958758e-02,4.354538038683752952e-07
4.839999999999999858e-01,5.030676797377381555e-04,-3.137485781946815211e-02,4.393952173028639801e-07
4.879999999999999893e-01,3.775318343583635014e-04,-3.139223895625865152e-02,4.432718420461800606e-07
4.919999999999999929e-01,2.519363772289362610e-04,-3.140466330230401448e-02,4.470819188229312862e-07
4.959999999999999964e-01,1.263011396969555779e-04,-3.141212889581754958e-02,4.508236983155544785e-07
5.000000000000000000e-01,6.459593911898285634e-07,-3.141463455799259341e-02,4.544954416340558095e-07
5.040000000000000036e-01,-1.250093229106566373e-04,-3.141217989318856318e-02,4.580954207610925759e-07
5.080000000000000071e-01,-2.506448664147740805e-04,-3.140476528899343450e-02,4.616219190107676416e-07
5.120000000000000107e-01,-3.762408334440804766e-04,-3.139239191616265828e-02,4.650732314857692551e-07
5.160000000000000142e-01,-5.017773925705633136e-04,-3.137506172843439883e-02,4.684476655167559970e-07
5.200000000000000178e-01,-6.272347217466347396e-04,-3.135277746222113471e-02,4.717435411236873457e-07
5.240000000000000213e-01,-7.525930114350059055e-04,-3.132554263617757379e-02,4.749591914493104164e-07
5.280000000000000249e-01,-8.778324677365858392e-04,-3.129336155064497277e-02,4.780929632163985114e-07
5.320000000000000284e-01,-1.002933315515909963e-03,-3.125623928697198600e-02,4.811432171580974312e-07
5.360000000000000320e-01,-1.127875801523606789e-03,-3.121418170671229689e-02,4.841083284629948611e-07
5.400000000000000355e-01,-1.252640197515407419e-03,-3.116719545069903535e-02,4.869866872161671967e-07
5.440000000000000391e-01,-1.377206803367206920e-03,-3.111528793799624160e-02,4.897766988228118501e-07
